job_title,work_year,salary_in_usd
Data Engineer,2023,126000
Data Analytics Manager,2023,155000
Data Analytics Manager,2023,140000
Research Scientist,2023,250000
Research Scientist,2023,200000
Data Scientist,2023,260000
Data Scientist,2023,186000
Data Engineer,2023,160000
Data Engineer,2023,130000
Research Scientist,2023,200000
Research Scientist,2023,150000
Data Scientist,2023,48585
Data Scientist,2023,38868
Data Scientist,2023,150000
Data Scientist,2023,120000
Data Analyst,2023,30000
Research Scientist,2023,185000
Research Scientist,2023,125000
Data Analyst,2022,34320
Head of Data,2023,75577
Data Science Manager,2022,106000
Data Analyst,2023,175000
Data Analyst,2023,130000
Data Analyst,2023,122000
Data Analyst,2023,93800
Data Science Manager,2023,150000
Data Science Manager,2023,90000
Data Analyst,2023,165000
Data Analyst,2023,112000
Computer Vision Engineer,2023,220000
BI Data Analyst,2023,72338
AI Developer,2023,64781
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Machine Learning Engineer,2023,200000
Machine Learning Engineer,2023,175000
Data Engineer,2023,185900
Data Engineer,2023,129300
Data Analyst,2023,185900
Data Analyst,2023,121700
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Data Scientist,2023,40000
Data Analyst,2023,180180
Data Analyst,2023,106020
Data Scientist,2023,136000
Data Scientist,2023,104000
Data Analyst,2023,125000
Data Analyst,2023,110000
Machine Learning Engineer,2023,153400
Machine Learning Engineer,2023,122700
Data Engineer,2023,310000
Data Engineer,2023,239000
Data Analyst,2023,152380
Data Analyst,2023,121904
Data Scientist,2023,185900
Data Scientist,2023,129300
Machine Learning Engineer,2023,247500
Machine Learning Engineer,2023,172200
Data Architect,2023,168400
Data Architect,2023,105200
Machine Learning Engineer,2023,128280
Machine Learning Engineer,2023,106900
Lead Data Scientist,2022,192000
Data Engineer,2023,140000
Data Engineer,2023,100000
Research Engineer,2023,107968
Research Engineer,2023,86374
Machine Learning Engineer,2023,275000
Machine Learning Engineer,2023,174000
Data Engineer,2023,139500
Data Engineer,2023,109400
Machine Learning Engineer,2023,139500
Machine Learning Engineer,2023,109400
Data Analyst,2023,170500
Data Analyst,2023,85000
Data Manager,2023,73857
Data Manager,2023,55044
Head of Data Science,2023,162288
Head of Data Science,2023,129058
Data Engineer,2023,80000
Data Engineer,2023,65000
Data Engineer,2023,124740
Data Engineer,2023,65488
Data Quality Analyst,2023,72200
Data Quality Analyst,2023,64980
Data Engineer,2023,153600
Data Engineer,2023,106800
Data Analyst,2023,179975
Data Analyst,2023,86466
Data Engineer,2023,120000
Data Engineer,2023,90000
Insight Analyst,2023,51676
Insight Analyst,2023,43064
Data Scientist,2023,149076
Data Scientist,2023,82365
Data Analyst,2023,169000
Data Analyst,2023,110600
Data Science Manager,2023,175000
Data Science Manager,2023,120000
Data Analyst,2023,230000
Data Analyst,2023,180000
Data Analyst,2023,153600
Data Analyst,2023,106800
Data Manager,2023,140000
Data Manager,2023,120000
Machine Learning Infrastructure Engineer,2023,205920
Machine Learning Infrastructure Engineer,2023,171600
Data Analyst,2023,165000
Data Analyst,2023,125000
Data Engineer,2023,265000
Data Engineer,2023,185000
Applied Machine Learning Engineer,2023,130000
Data Scientist,2022,168000
AI Scientist,2023,38868
Data Analyst,2023,95000
Data Analyst,2023,85500
Data Scientist,2023,147100
Data Scientist,2023,90700
Data Engineer,2023,167580
Data Engineer,2023,87980
Data Engineer,2023,202000
Data Engineer,2023,135000
Data Engineer,2023,163800
Data Engineer,2023,126000
Machine Learning Engineer,2023,163800
Machine Learning Engineer,2023,126000
Data Engineer,2023,104000
Data Engineer,2023,65000
Research Engineer,2023,230000
Research Engineer,2023,148000
Machine Learning Engineer,2023,269000
Machine Learning Engineer,2023,158000
Analytics Engineer,2023,197000
Analytics Engineer,2023,106000
Deep Learning Engineer,2023,150000
Deep Learning Engineer,2023,100000
Data Engineer,2023,290000
Data Engineer,2023,210000
Data Engineer,2023,192000
Data Engineer,2023,172800
Data Scientist,2023,300240
Data Scientist,2023,200160
Data Scientist,2023,300240
Data Scientist,2023,200160
Analytics Engineer,2023,175000
Analytics Engineer,2023,140000
Data Manager,2023,169000
Data Manager,2023,100000
Data Scientist,2023,370000
Data Scientist,2023,245000
Data Engineer,2023,116888
Data Analyst,2023,110000
Data Analyst,2023,80000
Data Analyst,2023,55000
Data Analyst,2023,48000
Data Analyst,2023,95000
Data Analyst,2023,85000
Data Engineer,2023,137500
Data Engineer,2023,81500
Machine Learning Engineer,2023,323300
Machine Learning Engineer,2023,184700
Machine Learning Engineer,2023,186000
Machine Learning Engineer,2023,153088
Data Infrastructure Engineer,2023,190000
Data Infrastructure Engineer,2023,160000
Machine Learning Engineer,2023,200000
Machine Learning Engineer,2023,150000
Data Infrastructure Engineer,2023,190000
Data Infrastructure Engineer,2023,183310
Machine Learning Engineer,2023,240000
Machine Learning Engineer,2023,180000
Machine Learning Engineer,2023,200000
Machine Learning Engineer,2023,150000
Data Science Manager,2023,299500
Data Science Manager,2023,245100
Data Engineer,2023,144000
Data Engineer,2023,66000
Machine Learning Engineer,2023,148500
Machine Learning Engineer,2023,126277
Data Architect,2023,228000
Data Architect,2023,120000
Machine Learning Software Engineer,2023,180000
Machine Learning Software Engineer,2023,90000
Data Scientist,2023,126500
Data Scientist,2023,78000
Data Engineer,2023,180000
Data Engineer,2023,160000
Machine Learning Software Engineer,2023,272000
Machine Learning Software Engineer,2023,170000
Data Analyst,2023,80000
Data Analyst,2023,60000
Data Engineer,2023,259000
Data Engineer,2023,146000
Data Engineer,2023,200000
Data Engineer,2023,160000
Data Engineer,2023,310000
Data Engineer,2023,239000
Data Analyst,2023,142000
Data Analyst,2023,95000
Data Scientist,2023,155000
Data Scientist,2023,139500
Data Engineer,2023,140000
Data Engineer,2023,120000
Data Engineer,2023,259000
Data Engineer,2023,146000
Data Analyst,2023,110736
Data Analyst,2023,73824
Data Analyst,2023,18160
Data Scientist,2023,19910
Data Science Lead,2023,247500
Data Science Lead,2023,172200
Data Scientist,2023,225000
Data Scientist,2023,156400
Data Engineer,2023,139500
Data Engineer,2023,109400
Data Engineer,2023,125000
Data Engineer,2023,90000
Machine Learning Infrastructure Engineer,2023,107968
Machine Learning Infrastructure Engineer,2023,75577
Data Scientist,2023,185900
Data Scientist,2023,129300
Machine Learning Engineer,2023,139500
Machine Learning Engineer,2023,109400
Data Analyst,2023,120000
Data Analyst,2023,75000
Data Analyst,2023,169000
Data Analyst,2023,110600
Machine Learning Engineer,2023,288000
Machine Learning Engineer,2023,140000
Machine Learning Engineer,2023,288000
Machine Learning Engineer,2023,140000
Data Engineer,2023,120000
Data Engineer,2023,90000
Data Science Lead,2023,73824
Data Science Lead,2023,61520
Data Scientist,2023,215050
Data Scientist,2023,156400
Data Architect,2023,198000
Data Architect,2023,114000
Data Analyst,2023,75000
Data Analyst,2023,60000
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Data Scientist,2023,209300
Data Scientist,2023,182200
Data Manager,2023,140000
Data Manager,2023,120000
Data Scientist,2022,85000
Machine Learning Engineer,2023,49216
Research Engineer,2023,120000
Research Engineer,2023,60000
Machine Learning Engineer,2023,147100
Machine Learning Engineer,2023,90700
Data Engineer,2023,230000
Data Engineer,2023,170000
Data Analyst,2023,227000
Data Analyst,2023,108000
Data Engineer,2023,180000
Data Engineer,2023,160000
Data Architect,2023,180000
Data Architect,2023,160000
Data Engineer,2023,180000
Data Engineer,2023,130000
Data Analyst,2023,56143
Data Analyst,2023,51824
Data Analyst,2023,60000
Data Analyst,2023,50000
Data Engineer,2023,226700
Data Engineer,2023,133300
Data Engineer,2023,252000
Data Engineer,2023,129000
Big Data Architect,2023,153799
Data Analyst,2023,80000
Data Analyst,2023,52500
Data Engineer,2023,250000
Data Engineer,2023,162500
Data Analyst,2023,85000
Data Analyst,2023,75000
Data Analyst,2023,153600
Data Analyst,2023,106800
Data Analyst,2023,165000
Data Analyst,2023,124000
Data Analyst,2023,115934
Data Analyst,2023,81666
Data Engineer,2023,167580
Data Engineer,2023,87980
Data Engineer,2023,250000
Data Engineer,2023,63000
Research Scientist,2023,253750
Research Scientist,2023,169200
Research Scientist,2023,253750
Research Scientist,2023,169200
Data Scientist,2023,170000
Data Scientist,2023,120000
Data Engineer,2023,124740
Data Engineer,2023,65488
Data Engineer,2023,213580
Data Engineer,2023,163625
Machine Learning Software Engineer,2022,375000
Data Engineer,2023,102569
Machine Learning Engineer,2023,220000
Machine Learning Engineer,2023,170000
Data Engineer,2023,235000
Data Engineer,2023,210000
Data Architect,2023,180000
Data Architect,2023,115000
Data Architect,2023,200000
Data Architect,2023,115000
Data Science Manager,2023,231250
Data Science Manager,2023,138750
Machine Learning Engineer,2023,284310
Machine Learning Engineer,2023,153090
Data Engineer,2023,160000
Data Engineer,2023,75000
Data Analyst,2023,125000
Data Analyst,2023,105000
Data Analyst,2023,110736
Data Analyst,2023,86128
Data Analyst,2023,55000
Data Analyst,2023,48000
Data Analyst,2023,100000
Data Science Lead,2023,225900
Data Science Lead,2023,156400
Data Engineer,2023,250000
Data Engineer,2023,162500
Machine Learning Engineer,2023,318300
Machine Learning Engineer,2023,188800
Data Analyst,2023,385000
Data Analyst,2023,60000
Data Analyst,2023,110000
Data Analyst,2023,95000
Data Scientist,2023,145000
Data Scientist,2023,135000
Data Analyst,2023,180180
Data Analyst,2023,106020
Data Analyst,2023,93919
Data Analyst,2023,51962
Data Engineer,2023,241871
Data Engineer,2023,133832
Data Scientist,2023,170000
Data Scientist,2023,90000
Data Engineer,2023,210914
Data Engineer,2023,116704
Data Analyst,2023,192500
Data Analyst,2023,140000
Data Scientist,2023,149076
Data Scientist,2023,82365
Machine Learning Engineer,2023,36000
Data Scientist,2023,175000
Data Scientist,2023,148750
Research Scientist,2023,370000
Research Scientist,2023,200000
Data Scientist,2023,235000
Data Scientist,2023,185000
Machine Learning Engineer,2023,123040
Machine Learning Engineer,2023,98432
Data Scientist,2023,216100
Data Scientist,2023,140800
Machine Learning Engineer,2023,147648
Machine Learning Engineer,2023,123040
Computer Vision Software Engineer,2023,53984
Data Scientist,2023,110000
Data Engineer,2023,128000
Data Engineer,2023,81500
Data Engineer,2023,67672
Data Engineer,2023,63980
Data Analyst,2023,61520
Data Analyst,2023,55368
Data Engineer,2023,284000
Data Engineer,2023,236000
Research Scientist,2023,248100
Research Scientist,2023,145900
Research Engineer,2023,155850
Research Engineer,2023,102544
Data Scientist,2023,151410
Data Scientist,2023,115360
Data Engineer,2023,66940
Data Engineer,2023,59382
Director of Data Science,2023,125948
Azure Data Engineer,2023,100000
Data Scientist,2023,250000
Data Scientist,2023,162500
Data Scientist,2023,185000
Data Scientist,2023,120250
Data Engineer,2023,26992
Data Scientist,2022,180000
Research Scientist,2023,85000
Research Scientist,2023,70000
BI Developer,2023,135000
BI Developer,2023,100000
Data Analytics Manager,2023,155000
Data Analytics Manager,2023,140000
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Data Engineer,2023,226700
Data Engineer,2023,133300
Data Scientist,2023,225000
Data Scientist,2023,156400
Data Engineer,2023,163800
Data Engineer,2023,126000
Machine Learning Engineer,2023,163800
Machine Learning Engineer,2023,126000
ML Engineer,2023,220000
ML Engineer,2023,150000
Data Engineer,2023,145000
Data Engineer,2023,115000
Data Analytics Manager,2023,204500
Data Analytics Manager,2023,138900
Data Engineer,2023,162500
Data Engineer,2023,130000
Data Engineer,2023,150000
Data Engineer,2023,107000
Data Engineer,2023,175000
Data Engineer,2023,110000
Data Engineer,2023,226700
Data Engineer,2023,133300
Data Engineer,2023,252000
Data Engineer,2023,129000
Machine Learning Engineer,2023,150000
Machine Learning Engineer,2023,125000
Data Engineer,2023,252000
Data Engineer,2023,129000
Data Scientist,2023,225000
Data Scientist,2023,156400
Research Scientist,2022,23000
Machine Learning Engineer,2023,110000
Data Engineer,2023,265000
Data Engineer,2023,182750
Data Analyst,2023,130000
Data Analyst,2023,100000
Data Analyst,2023,153600
Data Analyst,2023,106800
Data Engineer,2023,137500
Data Engineer,2023,81500
Head of Data Science,2023,314100
Head of Data Science,2023,195800
Applied Scientist,2023,205000
Applied Scientist,2023,180000
Data Scientist,2023,165000
Data Scientist,2023,144000
BI Developer,2023,160000
BI Developer,2023,100000
Data Engineer,2023,200000
Data Engineer,2023,145000
Data Analyst,2023,150000
Data Analyst,2023,100000
Data Manager,2023,199000
Data Manager,2023,112000
Data Scientist,2023,105000
Data Scientist,2023,70000
Big Data Engineer,2023,130000
Data Analyst,2023,180180
Data Analyst,2023,106020
Data Engineer,2023,160000
Data Engineer,2023,135000
Data Scientist,2023,183000
Data Scientist,2023,134000
Machine Learning Engineer,2023,220000
Machine Learning Engineer,2023,150000
Applied Scientist,2023,350000
Applied Scientist,2023,262500
Data Analyst,2023,122000
Data Analyst,2023,94000
Machine Learning Engineer,2023,276000
Machine Learning Engineer,2023,184000
Data Engineer,2023,310000
Data Engineer,2023,239000
Data Scientist,2023,225000
Data Scientist,2023,156400
Machine Learning Engineer,2023,180000
Machine Learning Engineer,2023,150000
Data Scientist,2023,228000
Data Scientist,2023,152000
Data Scientist,2023,209450
Data Scientist,2023,158677
Data Analyst,2023,175000
Data Analyst,2023,145000
Data Engineer,2023,240000
Data Engineer,2023,170000
Data Analyst,2023,103200
Data Analyst,2023,61200
Data Scientist,2022,155000
Data Scientist,2023,63701
Data Scientist,2023,237000
Data Scientist,2023,145000
Data Scientist,2023,240000
Data Scientist,2023,139000
Data Architect,2023,174500
Data Architect,2023,113000
Data Analyst,2023,130000
Data Analyst,2023,87000
Data Analyst,2023,160000
Data Analyst,2023,108000
Data Engineer,2023,165000
Data Engineer,2023,107250
Data Engineer,2023,300000
Data Engineer,2023,119000
Data Scientist,2023,285800
Data Scientist,2023,154600
Data Analyst,2023,30000
Data Science Manager,2023,220000
Data Science Manager,2023,195000
Data Manager,2023,168400
Data Manager,2023,105200
Data Analyst,2023,206000
Data Analyst,2023,160000
Analytics Engineer,2023,200000
Analytics Engineer,2023,175000
Analytics Engineer,2023,231250
Analytics Engineer,2023,138750
Data Engineer,2023,153000
Data Engineer,2023,94000
Data Engineer,2023,240500
Data Engineer,2023,123700
Data Engineer,2023,160000
Data Engineer,2023,90000
Data Scientist,2023,124234
Data Scientist,2023,74540
Data Analyst,2023,109000
Data Analyst,2023,79000
Machine Learning Engineer,2022,84053
Machine Learning Engineer,2023,50000
Data Scientist,2023,275300
Data Scientist,2023,183500
Data Scientist,2023,275300
Data Scientist,2023,183500
Data Analyst,2023,160000
Data Analyst,2023,125600
Data Engineer,2023,170000
Data Engineer,2023,120000
Data Engineer,2023,225000
Data Engineer,2023,140000
Data Analyst,2023,141290
Data Analyst,2023,74178
Data Scientist,2023,150000
Data Scientist,2023,120000
Data Engineer,2023,85000
Data Engineer,2023,75000
Data Engineer,2023,220000
Data Engineer,2023,160000
Data Engineer,2023,205600
Data Engineer,2023,107500
Data Engineer,2023,120000
Data Engineer,2023,95000
Data Engineer,2023,185900
Data Engineer,2023,129300
Data Engineer,2023,160000
Data Engineer,2023,130000
Data Engineer,2023,250000
Data Engineer,2023,175000
Data Scientist,2023,136000
Data Scientist,2023,104000
Data Analyst,2023,80000
Data Analyst,2023,52500
Data Scientist,2023,110000
Data Scientist,2023,84000
BI Analyst,2023,125000
BI Analyst,2023,110000
Data Analyst,2023,90000
Data Analyst,2023,80000
ML Engineer,2023,200000
ML Engineer,2023,135000
Business Data Analyst,2022,48000
AI Developer,2023,120000
Data Engineer,2023,130000
Data Engineer,2023,75000
Data Engineer,2023,252000
Data Engineer,2023,129000
Data Analyst,2023,150000
Data Analyst,2023,100000
Data Engineer,2023,226700
Data Engineer,2023,133300
Data Scientist,2023,190000
Data Scientist,2023,165000
Data Engineer,2023,170000
Data Engineer,2023,150000
Data Engineer,2023,150000
Data Engineer,2023,130000
Data Scientist,2023,225000
Data Scientist,2023,156400
Computer Vision Engineer,2023,200000
Applied Data Scientist,2023,80000
Data Scientist,2023,257000
Data Scientist,2023,134000
Data Scientist,2023,77737
Data Scientist,2023,38868
Data Engineer,2023,205600
Data Engineer,2023,105700
BI Developer,2023,140000
BI Developer,2023,110000
Data Science Manager,2023,299500
Data Science Manager,2023,245100
Research Scientist,2023,210000
Research Scientist,2023,151800
Data Scientist,2023,53984
Data Analyst,2023,51824
Data Analyst,2023,41027
Data Analyst,2023,51824
Data Analyst,2023,41027
Data Engineer,2023,160000
Data Engineer,2023,135000
Data Engineer,2023,120000
Data Engineer,2023,95000
Data Engineer,2023,250000
Data Engineer,2023,63000
Data Scientist,2023,237000
Data Scientist,2023,145000
Data Scientist,2023,130000
Data Scientist,2023,90000
Data Analyst,2023,120000
Data Analyst,2023,100000
Data Architect,2023,174500
Data Architect,2023,113000
Data Scientist,2023,183310
Data Scientist,2023,183310
Data Analyst,2023,145000
Data Analyst,2023,102500
Data Scientist,2023,210000
Data Scientist,2023,185000
Data Architect,2023,174500
Data Architect,2023,113000
Data Science Consultant,2023,122000
Data Science Consultant,2023,94000
Data Scientist,2023,220000
Data Scientist,2023,146000
Data Engineer,2023,300000
Data Engineer,2023,130000
Data Science Consultant,2023,145000
Data Science Consultant,2023,128000
Data Scientist,2023,182000
Data Scientist,2023,140000
Data Engineer,2023,122000
Data Engineer,2023,94000
Machine Learning Engineer,2023,77737
Machine Learning Engineer,2023,38868
Data Scientist,2023,300000
Data Scientist,2023,200000
Data Analyst,2023,135000
Data Analyst,2023,105500
Data Engineer,2023,252000
Data Engineer,2023,129000
Data Scientist,2022,110000
Data Scientist,2023,136000
Data Scientist,2023,104000
Data Scientist,2023,168000
Data Scientist,2023,130000
Data Analyst,2023,79976
Data Analyst,2023,44356
Data Engineer,2023,120000
Data Engineer,2023,95000
Data Scientist,2023,153400
Data Scientist,2023,122700
Data Scientist,2023,185000
Data Scientist,2023,160000
Data Scientist,2023,205000
Data Scientist,2023,185000
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Machine Learning Engineer,2023,145000
Machine Learning Engineer,2023,87000
Data Scientist,2023,50000
ML Engineer,2023,234100
ML Engineer,2023,203500
Data Scientist,2023,223800
Data Scientist,2023,172100
Data Scientist,2023,180000
Data Scientist,2023,150000
Data Engineer,2023,232200
Data Engineer,2023,167200
BI Developer,2023,197000
BI Developer,2023,106000
Research Scientist,2023,180000
Research Scientist,2023,145000
Data Lead,2023,225000
Data Lead,2023,200000
Data Engineer,2023,170000
Data Engineer,2023,114000
Data Engineer,2023,291500
Data Engineer,2023,180000
Data Engineer,2023,196200
Data Engineer,2023,150900
Data Scientist,2023,168400
Data Scientist,2023,105200
Data Engineer,2023,95000
Data Engineer,2023,80000
Data Analyst,2023,116000
Data Analyst,2023,72000
Analytics Engineer,2023,207000
Analytics Engineer,2023,167000
Machine Learning Engineer,2023,145000
Machine Learning Engineer,2023,135000
Data Engineer,2023,105000
Data Engineer,2023,70000
Data Architect,2023,180000
Data Architect,2023,115000
Data Engineer,2023,133800
Data Engineer,2023,96100
Data Analyst,2023,120000
Data Analyst,2023,80000
Data Science Engineer,2023,140000
Data Science Engineer,2023,100000
Research Scientist,2023,150000
Research Scientist,2023,120000
Cloud Database Engineer,2023,140000
Cloud Database Engineer,2023,115000
Data Science Manager,2023,297300
Data Science Manager,2023,198200
Data Scientist,2023,297300
Data Scientist,2023,198200
Data Engineer,2023,202000
Data Engineer,2023,135000
Data Scientist,2023,110000
Data Scientist,2023,84000
Machine Learning Engineer,2023,219000
Applied Scientist,2023,230000
Applied Scientist,2023,196000
BI Developer,2023,140000
BI Developer,2023,110000
Data Analyst,2023,150000
Data Analyst,2023,100000
Data Engineer,2023,160000
Data Engineer,2023,110000
Data Scientist,2023,185900
Data Scientist,2023,129300
Applied Scientist,2023,126100
Applied Scientist,2023,72000
Data Engineer,2023,170000
Data Engineer,2023,150000
Machine Learning Engineer,2023,175000
Machine Learning Engineer,2023,140000
Data Analyst,2023,240500
Data Analyst,2023,137500
Data Scientist,2023,187500
Data Scientist,2023,165000
Machine Learning Research Engineer,2023,73824
Data Analyst,2022,25216
Research Scientist,2023,210000
Research Scientist,2023,165750
Machine Learning Scientist,2023,225000
Machine Learning Scientist,2023,165750
Machine Learning Engineer,2023,110367
Machine Learning Engineer,2023,67979
Data Scientist,2023,135000
Data Scientist,2023,115000
NLP Engineer,2023,275000
NLP Engineer,2023,175000
Data Scientist,2023,170000
Data Scientist,2023,140000
Data Engineer,2023,175308
Data Engineer,2023,100706
NLP Engineer,2023,235000
NLP Engineer,2023,135000
Data Engineer,2023,310000
Data Engineer,2023,229000
ML Engineer,2023,289076
ML Engineer,2023,202353
Data Engineer,2023,70179
Data Engineer,2023,37788
Research Engineer,2023,120000
Research Engineer,2023,100000
Data Engineer,2023,226700
Data Engineer,2023,133300
Data Analyst,2023,125000
Data Analyst,2023,85000
Data Analyst,2023,130000
Data Analyst,2023,80000
Data Engineer,2023,120000
Data Engineer,2023,100000
Data Engineer,2023,231250
Data Engineer,2023,138750
Data Engineer,2023,199000
Data Engineer,2023,162000
Data Engineer,2023,160000
Data Engineer,2023,135000
Data Scientist,2022,100000
Research Scientist,2023,200000
Research Scientist,2023,150000
Research Engineer,2023,160000
Research Engineer,2023,120000
Research Scientist,2023,250000
Research Scientist,2023,200000
Deep Learning Engineer,2023,150000
Deep Learning Engineer,2023,120000
Research Engineer,2023,150000
Research Engineer,2023,100000
Data Analytics Manager,2022,133000
Data Scientist,2023,272550
Data Scientist,2023,198200
Data Scientist,2023,182000
Data Scientist,2023,140000
Data Engineer,2023,200000
Data Engineer,2023,160000
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Data Scientist,2023,120000
Data Scientist,2023,105000
Data Engineer,2023,187500
Data Engineer,2023,175000
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Data Analyst,2023,155000
Data Analyst,2023,64000
Computer Vision Engineer,2023,235000
Computer Vision Engineer,2023,185000
Data Architect,2023,174500
Data Architect,2023,113000
Data Scientist,2023,143100
Data Scientist,2023,113000
Applied Scientist,2023,184000
Applied Scientist,2023,142000
Data Scientist,2023,140000
Data Scientist,2023,120000
Data Architect,2023,174500
Data Architect,2023,113000
Data Scientist,2023,180560
Data Scientist,2023,115440
Data Scientist,2023,140000
Data Scientist,2023,120000
Research Scientist,2023,248100
Research Scientist,2023,145900
Data Scientist,2023,120000
Data Scientist,2023,110000
Data Engineer,2023,291500
Data Engineer,2023,180000
Machine Learning Engineer,2023,76284
Machine Learning Engineer,2023,63980
Data Engineer,2023,161800
Data Engineer,2023,141600
Machine Learning Engineer,2023,59059
Machine Learning Engineer,2023,46755
Data Engineer,2023,166000
Data Engineer,2023,128000
Data Architect,2023,170000
Data Architect,2023,110000
Data Engineer,2023,160000
Data Engineer,2023,75000
Data Engineer,2023,236000
Data Engineer,2023,182000
Data Scientist,2022,130000
Data Analyst,2023,150000
Data Analyst,2023,100000
Machine Learning Engineer,2023,261500
Machine Learning Engineer,2023,134500
Data Scientist,2023,130000
Data Scientist,2023,90000
Data Engineer,2023,160000
Data Engineer,2023,135000
Manager Data Management,2022,125000
Data Engineer,2022,175000
Data Engineer,2022,155000
Data Engineer,2022,153600
Data Engineer,2022,106800
Data Scientist,2022,150000
Data Scientist,2022,140000
Data Science Consultant,2022,122000
Data Science Consultant,2022,94500
Data Engineer,2022,170000
Data Engineer,2022,130000
Data Science Consultant,2022,145000
Data Science Consultant,2022,128000
Data Engineer,2022,145000
Data Engineer,2022,100000
Data Engineer,2022,175000
Data Engineer,2022,120000
Data Engineer,2022,145000
Data Engineer,2022,115000
Applied Machine Learning Scientist,2022,150000
Data Analyst,2022,150000
Data Analyst,2022,100000
Data Scientist,2022,150000
Data Scientist,2022,127500
Data Scientist,2022,126500
Data Scientist,2022,51000
Data Engineer,2022,260000
Data Engineer,2022,175000
Applied Data Scientist,2022,40000
AI Programmer,2022,40000
Data Engineer,2022,250000
Data Engineer,2022,63000
Machine Learning Engineer,2022,210000
Machine Learning Engineer,2022,160000
Data Scientist,2022,272550
Data Scientist,2022,198200
Data Scientist,2022,94560
Data Scientist,2022,52533
Data Scientist,2022,220000
Data Scientist,2022,146000
Data Analyst,2022,150000
Data Analyst,2022,100000
Machine Learning Software Engineer,2022,248400
Machine Learning Software Engineer,2022,183600
Data Engineer,2022,150000
Data Engineer,2022,150000
Machine Learning Developer,2022,40000
Data Engineer,2022,120000
Data Engineer,2022,95000
Data Engineer,2022,160000
Data Engineer,2022,135000
Data Science Consultant,2022,24165
Data Engineer,2022,216000
Data Engineer,2022,144000
Data Engineer,2022,85000
Data Engineer,2022,65000
Data Analyst,2022,149000
Data Analyst,2022,119000
Data Scientist,2022,140000
Data Scientist,2022,120000
Data Scientist,2022,150000
Data Scientist,2022,110000
Machine Learning Engineer,2022,246000
Machine Learning Engineer,2022,201000
Data Scientist,2022,190000
Data Scientist,2022,155000
ML Engineer,2022,235000
ML Engineer,2022,185000
Cloud Database Engineer,2022,190000
Cloud Database Engineer,2022,160000
Product Data Analyst,2022,100000
Data Engineer,2022,130000
Data Engineer,2022,115000
Data Scientist,2022,92350
Data Scientist,2022,67723
Data Engineer,2022,105000
Data Engineer,2022,70000
Machine Learning Engineer,2022,204500
Machine Learning Engineer,2022,142200
Machine Learning Engineer,2022,192000
Machine Learning Engineer,2022,164000
Data Engineer,2022,185900
Data Engineer,2022,129300
Data Engineer,2022,130000
Data Engineer,2022,75000
Data Science Manager,2022,175000
Data Science Manager,2022,120000
Data Engineer,2022,167500
Data Engineer,2022,106500
Data Analyst,2022,75000
Data Analyst,2022,60000
Applied Scientist,2022,184000
Applied Scientist,2022,142000
Data Scientist,2022,145000
Data Scientist,2022,100000
NLP Engineer,2022,44365
Data Engineer,2022,175000
Data Engineer,2022,120000
Data Engineer,2022,175000
Data Engineer,2022,120000
Data Engineer,2022,200000
Data Engineer,2022,145000
Data Engineer,2022,92350
Data Engineer,2022,73880
Data Engineer,2022,145000
Data Engineer,2022,100000
Applied Scientist,2022,192000
Applied Scientist,2022,164000
Data Engineer,2022,310000
Data Engineer,2022,239000
Data Analyst,2022,120000
Data Analyst,2022,95000
Machine Learning Engineer,2022,145000
Machine Learning Engineer,2022,135000
Data Engineer,2022,100000
Data Engineer,2022,78000
Data Engineer,2022,73546
Data Engineer,2022,36773
Data Engineer,2022,160000
Data Engineer,2022,120000
Data Scientist,2022,190000
Data Scientist,2022,150000
AI Scientist,2022,125000
Data Engineer,2022,120000
Data Engineer,2022,95000
Data Analyst,2022,150000
Data Analyst,2022,100000
Data Scientist,2022,47280
Data Scientist,2022,37824
Data Analyst,2022,115934
Data Analyst,2022,81666
Data Scientist,2022,175000
Data Scientist,2022,140000
Data Engineer,2022,120000
Data Engineer,2022,95000
Research Engineer,2022,249500
Research Engineer,2022,149850
Analytics Engineer,2022,122500
Analytics Engineer,2022,100000
Data Scientist,2022,249500
Data Scientist,2022,149850
Data Analyst,2022,55000
Data Analyst,2022,48000
Research Scientist,2022,249500
Research Scientist,2022,149850
Computer Vision Engineer,2022,58837
Data Engineer,2022,190000
Data Engineer,2022,120000
Data Analyst,2022,127000
Data Analyst,2022,104000
Data Scientist,2022,210000
Data Scientist,2022,150000
Machine Learning Engineer,2022,210000
Machine Learning Engineer,2022,150000
Data Engineer,2022,210000
Data Engineer,2022,130000
Data Scientist,2022,182750
Data Scientist,2022,161500
Data Analyst,2022,102640
Data Analyst,2022,66100
Research Scientist,2022,210000
Research Scientist,2022,150000
Data Engineer,2022,198800
Data Engineer,2022,122600
Data Engineer,2022,130000
Data Engineer,2022,80000
Data Scientist,2022,136000
Data Scientist,2022,104000
Data Analyst,2022,150000
Data Analyst,2022,100000
Data Engineer,2022,160000
Data Engineer,2022,135000
Data Engineer,2022,216000
